#Time(s) flow thruput(Mb/s)
1.96s 15 1.2288
1.96s 16 432.128
1.96s 17 402.227
1.96s 18 1.2288
1.96s 19 381.338
1.97s 0 1011.3
1.97s 1 1011.3
1.97s 2 1022.77
1.97s 3 1010.89
1.97s 4 1012.53
1.97s 5 1010.07
1.97s 6 664.781
1.97s 7 522.24
1.97s 8 390.349
1.97s 9 0
1.97s 10 404.275
1.97s 11 1.2288
1.97s 12 1.2288
1.97s 13 1.2288
1.97s 14 532.89
1.97s 15 0.8192
1.97s 16 445.645
1.97s 17 430.899
1.97s 18 1.2288
1.97s 19 363.725
1.98s 0 897.843
1.98s 1 901.53
1.98s 2 909.312
1.98s 3 899.072
1.98s 4 896.614
1.98s 5 899.072
1.98s 6 444.826
1.98s 7 565.658
1.98s 8 414.515
1.98s 9 1.2288
1.98s 10 497.254
1.98s 11 0
1.98s 12 1.2288
1.98s 13 1.2288
1.98s 14 524.698
1.98s 15 1.2288
1.98s 16 410.01
1.98s 17 516.506
1.98s 18 1.2288
1.98s 19 351.846
1.99s 0 899.891
1.99s 1 904.397
1.99s 2 910.541
1.99s 3 900.301
1.99s 4 899.891
1.99s 5 899.891
1.99s 6 471.859
1.99s 7 600.883
1.99s 8 427.622
1.99s 9 1.2288
1.99s 10 444.826
1.99s 11 1.2288
1.99s 12 1.2288
1.99s 13 1.2288
1.99s 14 353.485
1.99s 15 1.2288
1.99s 16 511.181
1.99s 17 527.155
1.99s 18 1.2288
1.99s 19 337.101
2s 0 1010.48
2s 1 1018.27
2s 2 1016.22
2s 3 1007.62
2s 4 1008.84
2s 5 1010.07
2s 6 482.918
2s 7 581.632
2s 8 427.622
2s 9 0.8192
2s 10 496.845
2s 11 1.2288
2s 12 1.2288
2s 13 1.2288
2s 14 512
2s 15 1.2288
2s 16 460.8
2s 17 371.917
2s 18 0
2s 19 414.925
2.01s 0 898.662
2.01s 1 909.312
2.01s 2 899.891
2.01s 3 897.843
2.01s 4 899.072
2.01s 5 899.072
2.01s 6 541.082
2.01s 7 551.322
2.01s 8 373.965
2.01s 9 1.2288
2.01s 10 495.616
2.01s 11 1.2288
2.01s 12 0.8192
2.01s 13 1.2288
2.01s 14 480.87
2.01s 15 0
2.01s 16 463.667
2.01s 17 414.515
2.01s 18 0.8192
2.01s 19 389.12
2.02s 0 895.386
2.02s 1 907.264
2.02s 2 897.843
2.02s 3 897.843
2.02s 4 896.614
2.02s 5 896.614
2.02s 6 468.992
2.02s 7 581.632
2.02s 8 390.349
2.02s 9 1.2288
2.02s 10 377.651
2.02s 11 1.2288
2.02s 12 1.2288
2.02s 13 0.8192
2.02s 14 582.451
2.02s 15 1.2288
2.02s 16 425.984
2.02s 17 361.267
2.02s 18 1.2288
2.02s 19 499.302
2.03s 0 1013.76
2.03s 1 1015.81
2.03s 2 1013.35
2.03s 3 1012.12
2.03s 4 1014.58
2.03s 5 1011.3
2.03s 6 421.478
2.03s 7 428.442
2.03s 8 440.32
2.03s 9 1.2288
2.03s 10 456.704
2.03s 11 0.8192
2.03s 12 1.2288
2.03s 13 1.2288
2.03s 14 458.752
2.03s 15 1.2288
2.03s 16 529.613
2.03s 17 570.163
2.03s 18 1.2288
2.03s 19 463.258
2.04s 0 892.928
2.04s 1 897.843
2.04s 2 896.614
2.04s 3 896.614
2.04s 4 896.614
2.04s 5 892.928
2.04s 6 417.382
2.04s 7 453.018
2.04s 8 398.541
2.04s 9 1.2288
2.04s 10 517.734
2.04s 11 1.2288
2.04s 12 1.2288
2.04s 13 1.2288
2.04s 14 403.046
2.04s 15 0.8192
2.04s 16 473.498
2.04s 17 595.149
2.04s 18 1.2288
2.04s 19 480.87
2.05s 0 900.301
2.05s 1 901.12
2.05s 2 899.072
2.05s 3 899.072
2.05s 4 899.072
2.05s 5 903.578
2.05s 6 429.67
2.05s 7 425.165
2.05s 8 363.725
2.05s 9 0.8192
2.05s 10 436.634
2.05s 11 1.2288
2.05s 12 1.2288
2.05s 13 1.2288
2.05s 14 600.064
2.05s 15 1.2288
2.05s 16 330.138
2.05s 17 577.126
2.05s 18 1.2288
2.05s 19 501.35
2.06s 0 1006.39
2.06s 1 1005.57
2.06s 2 1005.57
2.06s 3 1004.34
2.06s 4 1006.8
2.06s 5 1014.99
2.06s 6 544.358
2.06s 7 406.733
2.06s 8 439.091
2.06s 9 1.2288
2.06s 10 463.258
2.06s 11 1.2288
2.06s 12 1.2288
2.06s 13 1.2288
2.06s 14 496.026
2.06s 15 1.2288
2.06s 16 297.779
2.06s 17 548.045
2.06s 18 1.2288
2.06s 19 555.008
2.07s 0 900.301
2.07s 1 899.072
2.07s 2 899.891
2.07s 3 899.891
2.07s 4 899.891
2.07s 5 905.626
2.07s 6 368.23
2.07s 7 413.286
2.07s 8 555.827
2.07s 9 1.2288
2.07s 10 506.266
2.07s 11 1.2288
2.07s 12 0
2.07s 13 1.2288
2.07s 14 378.47
2.07s 15 1.2288
2.07s 16 324.403
2.07s 17 586.138
2.07s 18 0.8192
2.07s 19 587.366
2.08s 0 899.072
2.08s 1 897.434
2.08s 2 895.386
2.08s 3 897.843
2.08s 4 899.072
2.08s 5 1013.76
2.08s 6 461.21
2.08s 7 360.448
2.08s 8 568.934
2.08s 9 1.2288
2.08s 10 494.797
2.08s 11 1.2288
2.08s 12 0.8192
2.08s 13 0.8192
2.08s 14 423.936
2.08s 15 1.2288
2.08s 16 395.264
2.08s 17 555.827
2.08s 18 1.2288
2.08s 19 421.478
2.09s 0 1011.3
2.09s 1 1012.53
2.09s 2 1012.53
2.09s 3 1014.99
2.09s 4 1011.3
2.09s 5 911.77
2.09s 6 539.853
2.09s 7 366.182
2.09s 8 550.093
2.09s 9 1.2288
2.09s 10 555.827
2.09s 11 0.8192
2.09s 12 1.2288
2.09s 13 1.2288
2.09s 14 425.165
2.09s 15 0.8192
2.09s 16 342.835
2.09s 17 565.248
2.09s 18 1.2288
2.09s 19 405.504
2.1s 0 899.891
2.1s 1 899.072
2.1s 2 899.072
2.1s 3 898.662
2.1s 4 899.891
2.1s 5 898.662
2.1s 6 568.525
2.1s 7 422.707
2.1s 8 406.733
2.1s 9 1.2288
2.1s 10 478.413
2.1s 11 1.2288
2.1s 12 1.2288
2.1s 13 1.2288
2.1s 14 437.043
2.1s 15 1.2288
2.1s 16 434.176
2.1s 17 423.936
2.1s 18 1.2288
2.1s 19 555.008
2.11s 0 896.614
2.11s 1 898.662
2.11s 2 897.843
2.11s 3 899.072
2.11s 4 894.157
2.11s 5 900.301
2.11s 6 565.658
2.11s 7 455.066
2.11s 8 474.726
2.11s 9 0.8192
2.11s 10 478.413
2.11s 11 1.2288
2.11s 12 1.2288
2.11s 13 1.2288
2.11s 14 473.498
2.11s 15 1.2288
2.11s 16 302.285
2.11s 17 416.973
2.11s 18 1.2288
2.11s 19 495.616
2.12s 0 1007.62
2.12s 1 1010.48
2.12s 2 1012.12
2.12s 3 1011.3
2.12s 4 1010.48
2.12s 5 1005.57
2.12s 6 683.213
2.12s 7 483.328
2.12s 8 402.227
2.12s 9 1.2288
2.12s 10 524.698
2.12s 11 1.2288
2.12s 12 1.2288
2.12s 13 1.2288
2.12s 14 356.762
2.12s 15 1.2288
2.12s 16 278.118
2.12s 17 512.41
2.12s 18 0.8192
2.12s 19 539.853
2.13s 0 894.566
2.13s 1 898.662
2.13s 2 899.072
2.13s 3 899.891
2.13s 4 895.386
2.13s 5 897.434
2.13s 6 616.448
2.13s 7 380.928
2.13s 8 554.598
2.13s 9 1.2288
2.13s 10 532.89
2.13s 11 1.2288
2.13s 12 1.2288
2.13s 13 1.2288
2.13s 14 396.493
2.13s 15 1.2288
2.13s 16 367.411
2.13s 17 463.258
2.13s 18 1.2288
2.13s 19 399.77
2.14s 0 898.662
2.14s 1 897.843
2.14s 2 899.072
2.14s 3 902.349
2.14s 4 898.662
2.14s 5 896.614
2.14s 6 368.23
2.14s 7 312.934
2.14s 8 536.576
2.14s 9 1.2288
2.14s 10 490.291
2.14s 11 1.2288
2.14s 12 0.8192
2.14s 13 0
2.14s 14 529.203
2.14s 15 1.2288
2.14s 16 546.816
2.14s 17 496.845
2.14s 18 1.2288
2.14s 19 373.146
2.15s 0 1012.53
2.15s 1 1010.07
2.15s 2 1012.12
2.15s 3 1013.76
2.15s 4 1013.76
2.15s 5 1011.3
2.15s 6 514.458
2.15s 7 334.643
2.15s 8 574.259
2.15s 9 1.2288
2.15s 10 397.312
2.15s 11 0.8192
2.15s 12 1.2288
2.15s 13 0.8192
2.15s 14 475.955
2.15s 15 0.8192
2.15s 16 604.57
2.15s 17 558.285
2.15s 18 1.2288
2.15s 19 306.79
2.16s 0 896.614
2.16s 1 895.386
2.16s 2 896.614
2.16s 3 899.891
2.16s 4 899.891
2.16s 5 899.072
2.16s 6 390.349
2.16s 7 374.374
2.16s 8 572.621
2.16s 9 1.2288
2.16s 10 448.102
2.16s 11 1.2288
2.16s 12 1.2288
2.16s 13 1.2288
2.16s 14 506.266
2.16s 15 1.2288
2.16s 16 506.266
2.16s 17 529.613
2.16s 18 1.2288
2.16s 19 391.578
2.17s 0 899.072
2.17s 1 899.072
2.17s 2 899.072
2.17s 3 902.758
2.17s 4 1010.07
2.17s 5 902.349
2.17s 6 507.494
2.17s 7 397.312
2.17s 8 393.626
2.17s 9 0.8192
2.17s 10 396.083
2.17s 11 1.2288
2.17s 12 1.2288
2.17s 13 1.2288
2.17s 14 546.816
2.17s 15 1.2288
2.17s 16 470.221
2.17s 17 498.074
2.17s 18 1.2288
2.17s 19 466.944
2.18s 0 1012.12
2.18s 1 1010.07
2.18s 2 1013.76
2.18s 3 1013.35
2.18s 4 911.77
2.18s 5 1008.84
2.18s 6 536.166
2.18s 7 498.074
2.18s 8 556.237
2.18s 9 1.2288
2.18s 10 433.357
2.18s 11 1.2288
2.18s 12 1.2288
2.18s 13 1.2288
2.18s 14 412.467
2.18s 15 1.2288
2.18s 16 369.459
2.18s 17 575.488
2.18s 18 0.8192
2.18s 19 403.046
2.19s 0 900.301
2.19s 1 901.12
2.19s 2 898.662
2.19s 3 901.12
2.19s 4 904.806
2.19s 5 901.53
2.19s 6 462.029
2.19s 7 638.157
2.19s 8 586.957
2.19s 9 1.2288
2.19s 10 407.962
2.19s 11 1.2288
2.19s 12 1.2288
2.19s 13 1.2288
2.19s 14 429.67
2.19s 15 1.2288
2.19s 16 363.725
2.19s 17 444.826
2.19s 18 1.2288
2.19s 19 394.854
2.2s 0 897.843
2.2s 1 899.072
2.2s 2 900.301
2.2s 3 900.301
2.2s 4 899.072
2.2s 5 898.662
2.2s 6 451.789
2.2s 7 522.24
2.2s 8 482.099
2.2s 9 1.2288
2.2s 10 463.258
2.2s 11 1.2288
2.2s 12 0.8192
2.2s 13 1.2288
2.2s 14 451.789
2.2s 15 1.2288
2.2s 16 437.862
2.2s 17 476.365
2.2s 18 1.2288
2.2s 19 395.264
2.21s 0 1012.53
2.21s 1 1010.07
2.21s 2 1013.35
2.21s 3 1012.53
2.21s 4 1011.3
2.21s 5 1013.76
2.21s 6 418.202
2.21s 7 480.87
2.21s 8 531.661
2.21s 9 1.2288
2.21s 10 513.229
2.21s 11 0.8192
2.21s 12 1.2288
2.21s 13 0.8192
2.21s 14 475.136
2.21s 15 0.8192
2.21s 16 482.918
2.21s 17 491.11
2.21s 18 1.2288
2.21s 19 348.57
2.22s 0 899.891
2.22s 1 897.843
2.22s 2 894.566
2.22s 3 894.157
2.22s 4 901.12
2.22s 5 899.072
2.22s 6 466.944
2.22s 7 482.918
2.22s 8 550.093
2.22s 9 1.2288
2.22s 10 384.614
2.22s 11 1.2288
2.22s 12 1.2288
2.22s 13 1.2288
2.22s 14 521.011
2.22s 15 1.2288
2.22s 16 375.603
2.22s 17 446.874
2.22s 18 1.2288
2.22s 19 495.616
2.23s 0 899.072
2.23s 1 896.614
2.23s 2 897.434
2.23s 3 895.386
2.23s 4 897.843
2.23s 5 901.12
2.23s 6 468.173
2.23s 7 394.035
2.23s 8 616.448
2.23s 9 0.8192
2.23s 10 361.267
2.23s 11 1.2288
2.23s 12 1.2288
2.23s 13 1.2288
2.23s 14 293.274
2.23s 15 1.2288
2.23s 16 400.589
2.23s 17 629.146
2.23s 18 1.2288
2.23s 19 496.026
2.24s 0 1007.62
2.24s 1 1010.07
2.24s 2 1011.3
2.24s 3 1011.3
2.24s 4 1008.84
2.24s 5 1017.04
2.24s 6 598.835
2.24s 7 390.349
2.24s 8 608.256
2.24s 9 1.2288
2.24s 10 408.781
2.24s 11 1.2288
2.24s 12 1.2288
2.24s 13 1.2288
2.24s 14 280.166
2.24s 15 1.2288
2.24s 16 432.128
2.24s 17 570.982
2.24s 18 0.8192
2.24s 19 495.616
2.25s 0 899.072
2.25s 1 895.386
2.25s 2 896.614
2.25s 3 897.843
2.25s 4 897.843
2.25s 5 909.312
2.25s 6 616.038
2.25s 7 406.733
2.25s 8 499.302
2.25s 9 1.2288
2.25s 10 616.448
2.25s 11 1.2288
2.25s 12 1.2288
2.25s 13 1.2288
2.25s 14 278.118
2.25s 15 1.2288
2.25s 16 412.467
2.25s 17 448.512
2.25s 18 1.2288
2.25s 19 444.826
2.26s 0 898.662
2.26s 1 901.12
2.26s 2 903.578
2.26s 3 902.349
2.26s 4 897.843
2.26s 5 909.312
2.26s 6 461.21
2.26s 7 365.773
2.26s 8 439.91
2.26s 9 1.2288
2.26s 10 669.696
2.26s 11 1.2288
2.26s 12 0.8192
2.26s 13 0.8192
2.26s 14 326.861
2.26s 15 1.2288
2.26s 16 367.411
2.26s 17 546.816
2.26s 18 1.2288
2.26s 19 477.184
2.27s 0 1010.07
2.27s 1 1011.3
2.27s 2 1010.07
2.27s 3 1011.3
2.27s 4 1010.07
2.27s 5 1022.77
2.27s 6 440.32
2.27s 7 382.566
2.27s 8 500.531
2.27s 9 0
2.27s 10 627.507
2.27s 11 0.8192
2.27s 12 1.2288
2.27s 13 1.2288
2.27s 14 479.232
2.27s 15 0.8192
2.27s 16 375.194
2.27s 17 498.074
2.27s 18 1.2288
2.27s 19 459.981
2.28s 0 895.795
2.28s 1 894.566
2.28s 2 895.795
2.28s 3 894.157
2.28s 4 896.614
2.28s 5 899.072
2.28s 6 489.882
2.28s 7 419.43
2.28s 8 357.99
2.28s 9 1.2288
2.28s 10 573.44
2.28s 11 1.2288
2.28s 12 1.2288
2.28s 13 1.2288
2.28s 14 536.576
2.28s 15 1.2288
2.28s 16 484.147
2.28s 17 506.266
2.28s 18 1.2288
2.28s 19 363.725
2.29s 0 896.614
2.29s 1 898.662
2.29s 2 897.434
2.29s 3 899.072
2.29s 4 897.434
2.29s 5 899.891
2.29s 6 433.357
2.29s 7 530.432
2.29s 8 353.485
2.29s 9 1.2288
2.29s 10 560.742
2.29s 11 1.2288
2.29s 12 1.2288
2.29s 13 1.2288
2.29s 14 386.662
2.29s 15 1.2288
2.29s 16 552.55
2.29s 17 372.736
2.29s 18 1.2288
2.29s 19 437.862
2.3s 0 1012.12
2.3s 1 1012.53
2.3s 2 1011.3
2.3s 3 1011.3
2.3s 4 1012.53
2.3s 5 1013.76
2.3s 6 499.302
2.3s 7 510.771
2.3s 8 437.862
2.3s 9 0.8192
2.3s 10 537.395
2.3s 11 1.2288
2.3s 12 1.2288
2.3s 13 1.2288
2.3s 14 476.365
2.3s 15 1.2288
2.3s 16 488.653
2.3s 17 369.869
2.3s 18 0.8192
2.3s 19 483.328
2.31s 0 900.301
2.31s 1 897.843
2.31s 2 900.301
2.31s 3 899.072
2.31s 4 901.12
2.31s 5 899.891
2.31s 6 477.184
2.31s 7 346.522
2.31s 8 570.982
2.31s 9 1.2288
2.31s 10 498.074
2.31s 11 1.2288
2.31s 12 0.8192
2.31s 13 1.2288
2.31s 14 495.616
2.31s 15 0
2.31s 16 382.566
2.31s 17 418.202
2.31s 18 1.2288
2.31s 19 522.24
2.32s 0 897.843
2.32s 1 898.662
2.32s 2 896.614
2.32s 3 898.662
2.32s 4 895.795
2.32s 5 899.072
2.32s 6 339.149
2.32s 7 386.662
2.32s 8 561.971
2.32s 9 1.2288
2.32s 10 553.779
2.32s 11 0.8192
2.32s 12 1.2288
2.32s 13 0.8192
2.32s 14 555.008
2.32s 15 1.2288
2.32s 16 442.368
2.32s 17 407.552
2.32s 18 1.2288
2.32s 19 427.622
2.33s 0 1005.16
2.33s 1 1008.03
2.33s 2 1005.57
2.33s 3 1013.76
2.33s 4 1004.34
2.33s 5 1008.03
2.33s 6 444.006
2.33s 7 437.862
2.33s 8 467.763
2.33s 9 1.2288
2.33s 10 538.624
2.33s 11 0
2.33s 12 1.2288
2.33s 13 1.2288
2.33s 14 604.57
2.33s 15 1.2288
2.33s 16 423.936
2.33s 17 348.57
2.33s 18 1.2288
2.33s 19 502.579
2.34s 0 906.035
2.34s 1 901.12
2.34s 2 901.12
2.34s 3 899.891
2.34s 4 901.12
2.34s 5 901.12
2.34s 6 475.955
2.34s 7 455.475
2.34s 8 327.68
2.34s 9 1.2288
2.34s 10 592.282
2.34s 11 1.2288
2.34s 12 1.2288
2.34s 13 1.2288
2.34s 14 453.018
2.34s 15 0.8192
2.34s 16 439.091
2.34s 17 447.283
2.34s 18 1.2288
2.34s 19 534.118
2.35s 0 896.614
2.35s 1 899.072
2.35s 2 899.891
2.35s 3 902.349
2.35s 4 896.614
2.35s 5 897.843
2.35s 6 496.845
2.35s 7 346.112
2.35s 8 300.237
2.35s 9 1.2288
2.35s 10 491.11
2.35s 11 1.2288
2.35s 12 1.2288
2.35s 13 1.2288
2.35s 14 514.458
2.35s 15 1.2288
2.35s 16 527.155
2.35s 17 468.992
2.35s 18 0
2.35s 19 521.421
2.36s 0 1010.07
2.36s 1 1012.53
2.36s 2 1010.07
2.36s 3 1014.99
2.36s 4 1012.53
2.36s 5 1013.35
2.36s 6 527.155
2.36s 7 448.512
2.36s 8 456.294
2.36s 9 0.8192
2.36s 10 376.422
2.36s 11 1.2288
2.36s 12 1.2288
2.36s 13 1.2288
2.36s 14 552.55
2.36s 15 1.2288
2.36s 16 472.678
2.36s 17 423.936
2.36s 18 1.2288
2.36s 19 500.122
2.37s 0 897.843
2.37s 1 897.434
2.37s 2 899.072
2.37s 3 905.626
2.37s 4 898.662
2.37s 5 896.614
2.37s 6 498.074
2.37s 7 405.504
2.37s 8 411.238
2.37s 9 1.2288
2.37s 10 387.891
2.37s 11 1.2288
2.37s 12 0.8192
2.37s 13 1.2288
2.37s 14 557.056
2.37s 15 1.2288
2.37s 16 532.89
2.37s 17 420.659
2.37s 18 0.8192
2.37s 19 499.302
2.38s 0 901.12
2.38s 1 900.301
2.38s 2 901.12
2.38s 3 899.072
2.38s 4 901.53
2.38s 5 901.12
2.38s 6 590.643
2.38s 7 365.773
2.38s 8 465.715
2.38s 9 1.2288
2.38s 10 392.806
2.38s 11 1.2288
2.38s 12 1.2288
2.38s 13 0.8192
2.38s 14 484.147
2.38s 15 1.2288
2.38s 16 475.955
2.38s 17 472.678
2.38s 18 1.2288
2.38s 19 420.659
2.39s 0 1008.03
2.39s 1 1007.62
2.39s 2 1008.03
2.39s 3 1010.07
2.39s 4 1013.35
2.39s 5 1008.03
2.39s 6 681.165
2.39s 7 316.211
2.39s 8 477.184
2.39s 9 1.2288
2.39s 10 426.394
2.39s 11 0.8192
2.39s 12 1.2288
2.39s 13 1.2288
2.39s 14 584.09
2.39s 15 1.2288
2.39s 16 477.184
2.39s 17 385.843
2.39s 18 1.2288
2.39s 19 415.744
2.4s 0 908.083
2.4s 1 903.578
2.4s 2 901.12
2.4s 3 903.578
2.4s 4 906.035
2.4s 5 903.578
2.4s 6 555.008
2.4s 7 345.293
2.4s 8 451.789
2.4s 9 1.2288
2.4s 10 449.331
2.4s 11 1.2288
2.4s 12 1.2288
2.4s 13 1.2288
2.4s 14 668.058
2.4s 15 0.8192
2.4s 16 483.328
2.4s 17 274.432
2.4s 18 1.2288
2.4s 19 489.062
2.41s 0 896.614
2.41s 1 899.072
2.41s 2 897.843
2.41s 3 899.891
2.41s 4 901.12
2.41s 5 897.843
2.41s 6 505.037
2.41s 7 419.43
2.41s 8 558.285
2.41s 9 0.8192
2.41s 10 457.523
2.41s 11 1.2288
2.41s 12 1.2288
2.41s 13 1.2288
2.41s 14 580.403
2.41s 15 1.2288
2.41s 16 386.662
2.41s 17 362.496
2.41s 18 1.2288
2.41s 19 400.589
2.42s 0 1012.53
2.42s 1 1010.07
2.42s 2 1011.3
2.42s 3 1010.48
2.42s 4 1017.04
2.42s 5 1012.12
2.42s 6 501.76
2.42s 7 518.963
2.42s 8 603.75
2.42s 9 1.2288
2.42s 10 489.882
2.42s 11 1.2288
2.42s 12 0
2.42s 13 1.2288
2.42s 14 468.173
2.42s 15 1.2288
2.42s 16 468.173
2.42s 17 236.339
2.42s 18 1.2288
2.42s 19 489.062
2.43s 0 899.891
2.43s 1 901.12
2.43s 2 899.891
2.43s 3 899.891
2.43s 4 901.12
2.43s 5 900.301
2.43s 6 340.378
2.43s 7 443.597
2.43s 8 544.358
2.43s 9 1.2288
2.43s 10 518.144
2.43s 11 1.2288
2.43s 12 1.2288
2.43s 13 1.2288
2.43s 14 546.816
2.43s 15 1.2288
2.43s 16 574.259
2.43s 17 287.13
2.43s 18 0.8192
2.43s 19 473.498
2.44s 0 900.301
2.44s 1 897.843
2.44s 2 897.843
2.44s 3 895.386
2.44s 4 899.072
2.44s 5 899.072
2.44s 6 451.789
2.44s 7 369.459
2.44s 8 462.438
2.44s 9 1.2288
2.44s 10 485.376
2.44s 11 1.2288
2.44s 12 0.8192
2.44s 13 0.8192
2.44s 14 572.211
2.44s 15 1.2288
2.44s 16 637.338
2.44s 17 294.502
2.44s 18 1.2288
2.44s 19 390.349
2.45s 0 1007.62
2.45s 1 1008.84
2.45s 2 1008.84
2.45s 3 1008.84
2.45s 4 1008.84
2.45s 5 1007.62
2.45s 6 602.522
2.45s 7 356.762
2.45s 8 369.459
2.45s 9 1.2288
2.45s 10 500.122
2.45s 11 0.8192
2.45s 12 1.2288
2.45s 13 1.2288
2.45s 14 470.221
2.45s 15 0.8192
2.45s 16 692.634
2.45s 17 386.662
2.45s 18 1.2288
2.45s 19 388.301
2.46s 0 897.843
2.46s 1 897.843
2.46s 2 896.614
2.46s 3 899.072
2.46s 4 897.843
2.46s 5 899.072
2.46s 6 593.101
2.46s 7 338.33
2.46s 8 439.091
2.46s 9 1.2288
2.46s 10 516.915
2.46s 11 1.2288
2.46s 12 1.2288
2.46s 13 1.2288
2.46s 14 443.597
2.46s 15 1.2288
2.46s 16 522.65
2.46s 17 409.19
2.46s 18 1.2288
2.46s 19 446.874
2.47s 0 898.662
2.47s 1 897.843
2.47s 2 899.072
2.47s 3 897.843
2.47s 4 899.072
2.47s 5 898.662
2.47s 6 494.387
2.47s 7 527.155
2.47s 8 333.414
2.47s 9 0.8192
2.47s 10 478.413
2.47s 11 1.2288
2.47s 12 1.2288
2.47s 13 1.2288
2.47s 14 471.45
2.47s 15 1.2288
2.47s 16 327.68
2.47s 17 493.158
2.47s 18 1.2288
2.47s 19 545.587
2.48s 0 1012.53
2.48s 1 1015.81
2.48s 2 1014.58
2.48s 3 1014.58
2.48s 4 1013.35
2.48s 5 1013.76
2.48s 6 333.824
2.48s 7 518.963
2.48s 8 320.717
2.48s 9 1.2288
2.48s 10 514.048
2.48s 11 1.2288
2.48s 12 1.2288
2.48s 13 1.2288
2.48s 14 543.539
2.48s 15 1.2288
2.48s 16 577.946
2.48s 17 498.483
2.48s 18 0.8192
2.48s 19 463.667
2.49s 0 900.301
2.49s 1 900.301
2.49s 2 901.53
2.49s 3 900.301
2.49s 4 900.301
2.49s 5 899.891
2.49s 6 426.394
2.49s 7 530.432
2.49s 8 421.888
2.49s 9 1.2288
2.49s 10 343.245
2.49s 11 1.2288
2.49s 12 1.2288
2.49s 13 0
2.49s 14 482.918
2.49s 15 1.2288
2.49s 16 667.238
2.49s 17 443.597
2.49s 18 1.2288
2.49s 19 421.478
2.5s 0 899.891
2.5s 1 898.662
2.5s 2 896.614
2.5s 3 903.578
2.5s 4 898.662
2.5s 5 900.301
2.5s 6 444.826
2.5s 7 543.539
2.5s 8 362.496
2.5s 9 1.2288
2.5s 10 344.883
2.5s 11 1.2288
2.5s 12 0.8192
2.5s 13 1.2288
2.5s 14 527.155
2.5s 15 1.2288
2.5s 16 574.669
2.5s 17 450.56
2.5s 18 1.2288
2.5s 19 402.227
2.51s 0 1011.3
2.51s 1 1010.07
2.51s 2 1008.84
2.51s 3 1014.58
2.51s 4 1011.3
2.51s 5 1010.07
2.51s 6 557.056
2.51s 7 460.8
2.51s 8 478.413
2.51s 9 1.2288
2.51s 10 304.742
2.51s 11 0.8192
2.51s 12 1.2288
2.51s 13 0.8192
2.51s 14 534.938
2.51s 15 0.8192
2.51s 16 446.054
2.51s 17 607.027
2.51s 18 1.2288
2.51s 19 384.205
2.52s 0 895.386
2.52s 1 897.843
2.52s 2 892.928
2.52s 3 903.578
2.52s 4 895.795
2.52s 5 897.843
2.52s 6 536.166
2.52s 7 428.851
2.52s 8 478.413
2.52s 9 1.2288
2.52s 10 296.55
2.52s 11 1.2288
2.52s 12 1.2288
2.52s 13 1.2288
2.52s 14 536.576
2.52s 15 1.2288
2.52s 16 451.789
2.52s 17 544.358
2.52s 18 1.2288
2.52s 19 454.246
2.53s 0 896.614
2.53s 1 896.614
2.53s 2 896.614
2.53s 3 899.072
2.53s 4 897.434
2.53s 5 897.434
2.53s 6 404.275
2.53s 7 450.56
2.53s 8 429.67
2.53s 9 0.8192
2.53s 10 342.835
2.53s 11 1.2288
2.53s 12 1.2288
2.53s 13 1.2288
2.53s 14 555.827
2.53s 15 1.2288
2.53s 16 502.579
2.53s 17 501.76
2.53s 18 1.2288
2.53s 19 465.715
2.54s 0 1008.84
2.54s 1 1008.03
2.54s 2 1008.03
2.54s 3 1042.43
2.54s 4 1009.25
2.54s 5 1010.48
2.54s 6 477.594
2.54s 7 444.826
2.54s 8 374.374
2.54s 9 1.2288
2.54s 10 430.899
2.54s 11 1.2288
2.54s 12 1.2288
2.54s 13 1.2288
2.54s 14 436.634
2.54s 15 1.2288
2.54s 16 550.502
2.54s 17 558.285
2.54s 18 0.8192
2.54s 19 477.184
2.55s 0 902.758
2.55s 1 898.662
2.55s 2 897.843
2.55s 3 880.23
2.55s 4 902.349
2.55s 5 897.434
2.55s 6 333.414
2.55s 7 510.771
2.55s 8 472.678
2.55s 9 1.2288
2.55s 10 395.264
2.55s 11 1.2288
2.55s 12 1.2288
2.55s 13 1.2288
2.55s 14 518.144
2.55s 15 1.2288
2.55s 16 583.68
2.55s 17 480.461
2.55s 18 1.2288
2.55s 19 433.357
2.56s 0 897.434
2.56s 1 897.843
2.56s 2 895.386
2.56s 3 907.264
2.56s 4 898.662
2.56s 5 899.072
2.56s 6 377.651
2.56s 7 412.467
2.56s 8 486.605
2.56s 9 1.2288
2.56s 10 487.424
2.56s 11 1.2288
2.56s 12 0.8192
2.56s 13 1.2288
2.56s 14 548.864
2.56s 15 1.2288
2.56s 16 505.037
2.56s 17 430.08
2.56s 18 1.2288
2.56s 19 429.67
2.57s 0 1012.53
2.57s 1 1014.99
2.57s 2 1015.81
2.57s 3 1015.81
2.57s 4 1011.3
2.57s 5 1014.58
2.57s 6 288.358
2.57s 7 341.606
2.57s 8 537.395
2.57s 9 1.2288
2.57s 10 564.429
2.57s 11 0.8192
2.57s 12 1.2288
2.57s 13 0.8192
2.57s 14 496.026
2.57s 15 0.8192
2.57s 16 435.405
2.57s 17 435.405
2.57s 18 1.2288
2.57s 19 655.77
2.58s 0 896.614
2.58s 1 896.614
2.58s 2 900.301
2.58s 3 896.614
2.58s 4 899.072
2.58s 5 897.843
2.58s 6 323.174
2.58s 7 412.467
