#Time(s) flow thruput(Mb/s)
0.72s 7 962.56
0.72s 8 963.789
0.72s 9 1.2288
0.72s 10 874.906
0.72s 11 1.2288
0.72s 12 1.2288
0.72s 13 1137.46
0.72s 14 0
0.72s 15 0
0.72s 16 0
0.72s 17 0
0.72s 18 0
0.72s 19 0
0.73s 0 956.416
0.73s 1 957.645
0.73s 2 958.874
0.73s 3 960.102
0.73s 4 957.645
0.73s 5 957.645
0.73s 6 957.645
0.73s 7 957.235
0.73s 8 965.018
0.73s 9 0.8192
0.73s 10 667.238
0.73s 11 1.2288
0.73s 12 1.2288
0.73s 13 13.9264
0.73s 14 0
0.73s 15 0
0.73s 16 0
0.73s 17 0
0.73s 18 0
0.73s 19 0
0.74s 0 957.235
0.74s 1 956.826
0.74s 2 957.235
0.74s 3 956.826
0.74s 4 957.235
0.74s 5 959.283
0.74s 6 959.693
0.74s 7 963.789
0.74s 8 939.213
0.74s 9 1.2288
0.74s 10 934.707
0.74s 11 1.2288
0.74s 12 1.2288
0.74s 13 1.2288
0.74s 14 0
0.74s 15 0
0.74s 16 0
0.74s 17 0
0.74s 18 0
0.74s 19 0
0.75s 0 959.693
0.75s 1 958.874
0.75s 2 958.464
0.75s 3 957.645
0.75s 4 957.645
0.75s 5 956.826
0.75s 6 956.416
0.75s 7 964.608
0.75s 8 821.248
0.75s 9 1.2288
0.75s 10 843.366
0.75s 11 1.2288
0.75s 12 1.2288
0.75s 13 1.2288
0.75s 14 0
0.75s 15 0
0.75s 16 0
0.75s 17 0
0.75s 18 0
0.75s 19 0
0.76s 0 957.235
0.76s 1 958.054
0.76s 2 957.235
0.76s 3 957.235
0.76s 4 958.054
0.76s 5 958.874
0.76s 6 956.826
0.76s 7 963.789
0.76s 8 925.696
0.76s 9 1.2288
0.76s 10 931.43
0.76s 11 1.2288
0.76s 12 0.8192
0.76s 13 1.2288
0.76s 14 0
0.76s 15 0
0.76s 16 0
0.76s 17 0
0.76s 18 0
0.76s 19 0
0.77s 0 960.102
0.77s 1 960.102
0.77s 2 960.922
0.77s 3 962.15
0.77s 4 960.922
0.77s 5 960.512
0.77s 6 961.331
0.77s 7 965.018
0.77s 8 890.88
0.77s 9 1.2288
0.77s 10 896.614
0.77s 11 0.8192
0.77s 12 1.2288
0.77s 13 0.8192
0.77s 14 0
0.77s 15 0
0.77s 16 0
0.77s 17 0
0.77s 18 0
0.77s 19 0
0.78s 0 960.922
0.78s 1 961.331
0.78s 2 958.874
0.78s 3 957.645
0.78s 4 961.331
0.78s 5 958.874
0.78s 6 960.102
0.78s 7 963.789
0.78s 8 764.723
0.78s 9 1.2288
0.78s 10 734.413
0.78s 11 1.2288
0.78s 12 1.2288
0.78s 13 1.2288
0.78s 14 1243.14
0.78s 15 0
0.78s 16 0
0.78s 17 0
0.78s 18 0
0.78s 19 0
0.79s 0 960.102
0.79s 1 960.102
0.79s 2 963.789
0.79s 3 965.018
0.79s 4 961.331
0.79s 5 963.379
0.79s 6 965.837
0.79s 7 965.018
0.79s 8 639.386
0.79s 9 0.8192
0.79s 10 664.781
0.79s 11 1.2288
0.79s 12 1.2288
0.79s 13 1.2288
0.79s 14 534.938
0.79s 15 0
0.79s 16 0
0.79s 17 0
0.79s 18 0
0.79s 19 0
0.8s 0 963.789
0.8s 1 963.379
0.8s 2 960.922
0.8s 3 963.379
0.8s 4 961.331
0.8s 5 963.789
0.8s 6 961.741
0.8s 7 961.331
0.8s 8 629.965
0.8s 9 1.2288
0.8s 10 655.77
0.8s 11 1.2288
0.8s 12 1.2288
0.8s 13 1.2288
0.8s 14 623.411
0.8s 15 0
0.8s 16 0
0.8s 17 0
0.8s 18 0
0.8s 19 0
0.81s 0 963.379
0.81s 1 962.56
0.81s 2 965.018
0.81s 3 963.789
0.81s 4 963.789
0.81s 5 962.97
0.81s 6 965.018
0.81s 7 966.246
0.81s 8 589.824
0.81s 9 1.2288
0.81s 10 625.459
0.81s 11 1.2288
0.81s 12 1.2288
0.81s 13 1.2288
0.81s 14 590.643
0.81s 15 0
0.81s 16 0
0.81s 17 0
0.81s 18 0
0.81s 19 0
0.82s 0 963.789
0.82s 1 963.789
0.82s 2 963.379
0.82s 3 964.608
0.82s 4 963.379
0.82s 5 964.608
0.82s 6 963.789
0.82s 7 963.789
0.82s 8 596.378
0.82s 9 1.2288
0.82s 10 529.203
0.82s 11 1.2288
0.82s 12 0.8192
0.82s 13 1.2288
0.82s 14 522.24
0.82s 15 0
0.82s 16 0
0.82s 17 0
0.82s 18 0
0.82s 19 0
0.83s 0 964.608
0.83s 1 963.379
0.83s 2 963.789
0.83s 3 962.56
0.83s 4 965.018
0.83s 5 963.789
0.83s 6 964.608
0.83s 7 962.56
0.83s 8 545.587
0.83s 9 1.2288
0.83s 10 587.366
0.83s 11 0.8192
0.83s 12 1.2288
0.83s 13 0.8192
0.83s 14 654.541
0.83s 15 885.146
0.83s 16 0
0.83s 17 0
0.83s 18 0
0.83s 19 0
0.84s 0 963.789
0.84s 1 892.928
0.84s 2 963.379
0.84s 3 963.789
0.84s 4 965.018
0.84s 5 965.018
0.84s 6 963.789
0.84s 7 961.741
0.84s 8 523.878
0.84s 9 1.2288
0.84s 10 674.202
0.84s 11 1.2288
0.84s 12 1.2288
0.84s 13 1.2288
0.84s 14 712.704
0.84s 15 2.048
0.84s 16 0
0.84s 17 0
0.84s 18 0
0.84s 19 0
0.85s 0 965.018
0.85s 1 925.696
0.85s 2 854.835
0.85s 3 854.016
0.85s 4 961.741
0.85s 5 961.741
0.85s 6 965.018
0.85s 7 790.938
0.85s 8 632.422
0.85s 9 0.8192
0.85s 10 602.522
0.85s 11 1.2288
0.85s 12 1.2288
0.85s 13 1.2288
0.85s 14 646.349
0.85s 15 1.2288
0.85s 16 0
0.85s 17 0
0.85s 18 0
0.85s 19 0
0.86s 0 932.25
0.86s 1 938.394
0.86s 2 1037.93
0.86s 3 1037.93
0.86s 4 930.202
0.86s 5 930.202
0.86s 6 925.696
0.86s 7 634.88
0.86s 8 721.715
0.86s 9 1.2288
0.86s 10 622.182
0.86s 11 1.2288
0.86s 12 1.2288
0.86s 13 1.2288
0.86s 14 548.864
0.86s 15 1.2288
0.86s 16 0
0.86s 17 0
0.86s 18 0
0.86s 19 0
0.87s 0 918.733
0.87s 1 915.046
0.87s 2 914.227
0.87s 3 916.275
0.87s 4 916.275
0.87s 5 915.046
0.87s 6 985.907
0.87s 7 539.853
0.87s 8 693.862
0.87s 9 0
0.87s 10 808.55
0.87s 11 1.2288
0.87s 12 1.2288
0.87s 13 1.2288
0.87s 14 672.154
0.87s 15 1.2288
0.87s 16 0
0.87s 17 0
0.87s 18 0
0.87s 19 0
0.88s 0 909.312
0.88s 1 912.589
0.88s 2 913.818
0.88s 3 911.77
0.88s 4 910.541
0.88s 5 912.589
0.88s 6 931.021
0.88s 7 541.082
0.88s 8 650.854
0.88s 9 1.2288
0.88s 10 743.424
0.88s 11 1.2288
0.88s 12 0.8192
0.88s 13 1.2288
0.88s 14 751.616
0.88s 15 1.2288
0.88s 16 0
0.88s 17 0
0.88s 18 0
0.88s 19 0
0.89s 0 1024
0.89s 1 1026.46
0.89s 2 1026.46
0.89s 3 1027.28
0.89s 4 1022.77
0.89s 5 1026.46
0.89s 6 943.309
0.89s 7 634.47
0.89s 8 589.824
0.89s 9 1.2288
0.89s 10 640.614
0.89s 11 0.8192
0.89s 12 1.2288
0.89s 13 0.8192
0.89s 14 690.586
0.89s 15 0.8192
0.89s 16 1035.47
0.89s 17 0
0.89s 18 0
0.89s 19 0
0.9s 0 908.493
0.9s 1 909.312
0.9s 2 906.854
0.9s 3 906.035
0.9s 4 906.854
0.9s 5 906.035
0.9s 6 735.232
0.9s 7 595.558
0.9s 8 727.45
0.9s 9 1.2288
0.9s 10 672.973
0.9s 11 1.2288
0.9s 12 1.2288
0.9s 13 1.2288
0.9s 14 693.862
0.9s 15 1.2288
0.9s 16 331.366
0.9s 17 0
0.9s 18 0
0.9s 19 0
0.91s 0 904.397
0.91s 1 902.349
0.91s 2 908.493
0.91s 3 905.626
0.91s 4 901.12
0.91s 5 904.806
0.91s 6 484.557
0.91s 7 684.442
0.91s 8 783.974
0.91s 9 1.2288
0.91s 10 627.917
0.91s 11 1.2288
0.91s 12 1.2288
0.91s 13 1.2288
0.91s 14 641.434
0.91s 15 1.2288
0.91s 16 465.715
0.91s 17 0
0.91s 18 0
0.91s 19 0
0.92s 0 1009.25
0.92s 1 1016.22
0.92s 2 1008.84
0.92s 3 1014.99
0.92s 4 1013.76
0.92s 5 1012.12
0.92s 6 582.451
0.92s 7 688.128
0.92s 8 712.704
0.92s 9 0.8192
0.92s 10 560.742
0.92s 11 1.2288
0.92s 12 1.2288
0.92s 13 1.2288
0.92s 14 589.824
0.92s 15 1.2288
0.92s 16 567.706
0.92s 17 0
0.92s 18 0
0.92s 19 0
0.93s 0 899.891
0.93s 1 901.12
0.93s 2 901.12
0.93s 3 902.349
0.93s 4 900.301
0.93s 5 901.53
0.93s 6 729.907
0.93s 7 667.238
0.93s 8 730.726
0.93s 9 1.2288
0.93s 10 631.194
0.93s 11 1.2288
0.93s 12 1.2288
0.93s 13 1.2288
0.93s 14 484.147
0.93s 15 1.2288
0.93s 16 446.874
0.93s 17 0
0.93s 18 0
0.93s 19 0
0.94s 0 897.843
0.94s 1 899.891
0.94s 2 900.301
0.94s 3 902.349
0.94s 4 898.662
0.94s 5 899.891
0.94s 6 654.541
0.94s 7 599.245
0.94s 8 682.394
0.94s 9 1.2288
0.94s 10 369.869
0.94s 11 1.2288
0.94s 12 0.8192
0.94s 13 0.8192
0.94s 14 629.146
0.94s 15 1.2288
0.94s 16 559.514
0.94s 17 987.136
0.94s 18 0
0.94s 19 0
0.95s 0 1012.53
0.95s 1 1013.76
0.95s 2 1011.3
0.95s 3 1014.58
0.95s 4 1010.07
0.95s 5 1012.53
0.95s 6 505.037
0.95s 7 629.965
0.95s 8 632.422
0.95s 9 1.2288
0.95s 10 460.8
0.95s 11 0
0.95s 12 1.2288
0.95s 13 1.2288
0.95s 14 615.219
0.95s 15 0.8192
0.95s 16 544.768
0.95s 17 335.872
0.95s 18 0
0.95s 19 0
0.96s 0 894.157
0.96s 1 899.891
0.96s 2 897.434
0.96s 3 897.843
0.96s 4 894.566
0.96s 5 897.843
0.96s 6 485.376
0.96s 7 575.898
0.96s 8 551.322
0.96s 9 1.2288
0.96s 10 530.432
0.96s 11 0.8192
0.96s 12 1.2288
0.96s 13 1.2288
0.96s 14 441.139
0.96s 15 0
0.96s 16 546.816
0.96s 17 457.523
0.96s 18 0
0.96s 19 0
0.97s 0 897.843
0.97s 1 897.843
0.97s 2 901.53
0.97s 3 899.072
0.97s 4 897.434
0.97s 5 898.662
0.97s 6 566.477
0.97s 7 627.507
0.97s 8 421.888
0.97s 9 1.2288
0.97s 10 468.173
0.97s 11 1.2288
0.97s 12 1.2288
0.97s 13 1.2288
0.97s 14 426.394
0.97s 15 1.2288
0.97s 16 517.734
0.97s 17 522.24
0.97s 18 0
0.97s 19 0
0.98s 0 1014.58
0.98s 1 1012.53
0.98s 2 1012.12
0.98s 3 1012.53
0.98s 4 1013.76
0.98s 5 1012.53
0.98s 6 566.477
0.98s 7 704.512
0.98s 8 452.608
0.98s 9 0.8192
0.98s 10 448.102
0.98s 11 1.2288
0.98s 12 0
0.98s 13 1.2288
0.98s 14 453.018
0.98s 15 1.2288
0.98s 16 492.339
0.98s 17 640.614
0.98s 18 0
0.98s 19 0
0.99s 0 902.349
0.99s 1 899.891
0.99s 2 900.301
0.99s 3 899.891
0.99s 4 899.891
0.99s 5 899.891
0.99s 6 425.984
0.99s 7 551.322
0.99s 8 539.853
0.99s 9 1.2288
0.99s 10 501.76
0.99s 11 1.2288
0.99s 12 1.2288
0.99s 13 1.2288
0.99s 14 489.882
0.99s 15 1.2288
0.99s 16 598.835
0.99s 17 584.909
0.99s 18 0
0.99s 19 0
1s 0 899.072
1s 1 901.53
1s 2 902.349
1s 3 903.578
1s 4 900.301
1s 5 901.53
1s 6 463.667
1s 7 566.477
1s 8 618.906
1s 9 1.2288
1s 10 491.11
1s 11 1.2288
1s 12 0.8192
1s 13 0.8192
1s 14 400.589
1s 15 1.2288
1s 16 502.579
1s 17 553.779
1s 18 899.891
1s 19 0
1.01s 0 1018.27
1.01s 1 1014.58
1.01s 2 1012.53
1.01s 3 1015.81
1.01s 4 1015.81
1.01s 5 1015.81
1.01s 6 349.798
1.01s 7 622.182
1.01s 8 683.213
1.01s 9 1.2288
1.01s 10 566.477
1.01s 11 0.8192
1.01s 12 1.2288
1.01s 13 0
1.01s 14 498.483
1.01s 15 1.2288
1.01s 16 593.101
1.01s 17 490.291
1.01s 18 2.4576
1.01s 19 0
1.02s 0 901.12
1.02s 1 897.843
1.02s 2 903.578
1.02s 3 902.349
1.02s 4 903.578
1.02s 5 897.843
1.02s 6 530.432
1.02s 7 539.853
1.02s 8 693.862
1.02s 9 1.2288
1.02s 10 369.459
1.02s 11 1.2288
1.02s 12 1.2288
1.02s 13 1.2288
1.02s 14 458.342
1.02s 15 0.8192
1.02s 16 611.533
1.02s 17 494.387
1.02s 18 1.2288
1.02s 19 0
1.03s 0 899.072
1.03s 1 901.12
1.03s 2 902.349
1.03s 3 901.53
1.03s 4 899.072
1.03s 5 903.578
1.03s 6 632.422
1.03s 7 544.358
1.03s 8 521.421
1.03s 9 1.2288
1.03s 10 487.834
1.03s 11 1.2288
1.03s 12 1.2288
1.03s 13 1.2288
1.03s 14 458.752
1.03s 15 1.2288
1.03s 16 637.338
1.03s 17 392.806
1.03s 18 1.2288
1.03s 19 0
1.04s 0 1018.27
1.04s 1 1014.99
1.04s 2 1012.53
1.04s 3 1013.35
1.04s 4 1015.81
1.04s 5 1014.58
1.04s 6 612.762
1.04s 7 627.917
1.04s 8 623.002
1.04s 9 0.8192
1.04s 10 420.659
1.04s 11 1.2288
1.04s 12 1.2288
1.04s 13 1.2288
1.04s 14 477.594
1.04s 15 1.2288
1.04s 16 590.643
1.04s 17 401.818
1.04s 18 1.2288
1.04s 19 0
1.05s 0 896.614
1.05s 1 899.891
1.05s 2 897.434
1.05s 3 899.072
1.05s 4 899.072
1.05s 5 900.301
1.05s 6 591.872
1.05s 7 618.496
1.05s 8 577.126
1.05s 9 1.2288
1.05s 10 340.378
1.05s 11 1.2288
1.05s 12 1.2288
1.05s 13 1.2288
1.05s 14 573.03
1.05s 15 1.2288
1.05s 16 575.898
1.05s 17 404.275
1.05s 18 0.8192
1.05s 19 882.688
1.06s 0 899.891
1.06s 1 900.301
1.06s 2 897.843
1.06s 3 898.662
1.06s 4 901.12
1.06s 5 901.12
1.06s 6 506.266
1.06s 7 414.515
1.06s 8 591.872
1.06s 9 1.2288
1.06s 10 371.917
1.06s 11 1.2288
1.06s 12 0.8192
1.06s 13 1.2288
1.06s 14 618.906
1.06s 15 1.2288
1.06s 16 531.661
1.06s 17 520.192
1.06s 18 1.2288
1.06s 19 34.816
1.07s 0 1012.53
1.07s 1 1010.89
1.07s 2 1009.25
1.07s 3 1010.48
1.07s 4 1010.07
1.07s 5 1013.76
1.07s 6 514.458
1.07s 7 354.714
1.07s 8 560.742
1.07s 9 1.2288
1.07s 10 501.35
1.07s 11 0.8192
1.07s 12 1.2288
1.07s 13 0.8192
1.07s 14 616.038
1.07s 15 1.2288
1.07s 16 401.818
1.07s 17 421.888
1.07s 18 1.2288
1.07s 19 257.229
1.08s 0 901.12
1.08s 1 893.338
1.08s 2 896.205
1.08s 3 895.386
1.08s 4 901.12
1.08s 5 894.157
1.08s 6 435.405
1.08s 7 432.128
1.08s 8 620.954
1.08s 9 1.2288
1.08s 10 451.789
1.08s 11 1.2288
1.08s 12 1.2288
1.08s 13 1.2288
1.08s 14 502.989
1.08s 15 0.8192
1.08s 16 427.622
1.08s 17 453.837
1.08s 18 1.2288
1.08s 19 337.92
1.09s 0 896.614
1.09s 1 899.072
1.09s 2 897.843
1.09s 3 898.662
1.09s 4 897.843
1.09s 5 897.843
1.09s 6 376.832
1.09s 7 589.414
1.09s 8 577.946
1.09s 9 0.8192
1.09s 10 329.318
1.09s 11 1.2288
1.09s 12 1.2288
1.09s 13 1.2288
1.09s 14 492.339
1.09s 15 1.2288
1.09s 16 488.653
1.09s 17 420.659
1.09s 18 1.2288
1.09s 19 326.861
1.1s 0 1008.03
1.1s 1 1010.07
1.1s 2 1009.25
1.1s 3 1008.03
1.1s 4 1010.07
1.1s 5 1010.07
1.1s 6 415.744
1.1s 7 558.285
1.1s 8 502.579
1.1s 9 1.2288
1.1s 10 291.635
1.1s 11 1.2288
1.1s 12 1.2288
1.1s 13 1.2288
1.1s 14 484.147
1.1s 15 1.2288
1.1s 16 480.87
1.1s 17 450.56
1.1s 18 1.2288
1.1s 19 482.918
1.11s 0 897.434
1.11s 1 897.434
1.11s 2 897.434
1.11s 3 897.843
1.11s 4 897.843
1.11s 5 896.614
1.11s 6 498.074
1.11s 7 435.814
1.11s 8 512
1.11s 9 1.2288
1.11s 10 308.429
1.11s 11 1.2288
1.11s 12 1.2288
1.11s 13 1.2288
1.11s 14 520.192
1.11s 15 1.2288
1.11s 16 493.568
1.11s 17 410.01
1.11s 18 0.8192
1.11s 19 521.421
1.12s 0 895.795
1.12s 1 896.614
1.12s 2 899.072
1.12s 3 898.662
1.12s 4 895.386
1.12s 5 896.614
1.12s 6 513.229
1.12s 7 443.597
1.12s 8 446.054
1.12s 9 1.2288
1.12s 10 355.533
1.12s 11 1.2288
1.12s 12 0.8192
1.12s 13 1.2288
1.12s 14 467.763
1.12s 15 1.2288
1.12s 16 441.139
1.12s 17 494.797
1.12s 18 1.2288
1.12s 19 496.845
1.13s 0 1010.07
1.13s 1 1009.25
1.13s 2 1008.84
1.13s 3 1009.25
1.13s 4 1010.07
1.13s 5 1010.07
1.13s 6 623.002
1.13s 7 447.283
1.13s 8 416.973
1.13s 9 1.2288
1.13s 10 422.707
1.13s 11 0.8192
1.13s 12 1.2288
1.13s 13 0.8192
1.13s 14 475.136
1.13s 15 0.8192
1.13s 16 482.099
1.13s 17 344.064
1.13s 18 1.2288
1.13s 19 563.2
1.14s 0 897.434
1.14s 1 896.614
1.14s 2 895.386
1.14s 3 896.614
1.14s 4 896.614
1.14s 5 897.843
1.14s 6 550.502
1.14s 7 344.064
1.14s 8 525.926
1.14s 9 1.2288
1.14s 10 506.266
1.14s 11 1.2288
1.14s 12 1.2288
1.14s 13 1.2288
1.14s 14 555.827
1.14s 15 1.2288
1.14s 16 478.413
1.14s 17 254.771
1.14s 18 1.2288
1.14s 19 489.882
1.15s 0 894.566
1.15s 1 896.614
1.15s 2 897.843
1.15s 3 899.891
1.15s 4 894.566
1.15s 5 894.157
1.15s 6 489.882
1.15s 7 432.947
1.15s 8 456.704
1.15s 9 0.8192
1.15s 10 400.589
1.15s 11 1.2288
1.15s 12 1.2288
1.15s 13 1.2288
1.15s 14 496.026
1.15s 15 1.2288
1.15s 16 403.046
1.15s 17 392.806
1.15s 18 1.2288
1.15s 19 573.44
1.16s 0 1013.35
1.16s 1 1011.3
1.16s 2 1012.53
1.16s 3 1011.3
1.16s 4 1014.58
1.16s 5 1013.76
1.16s 6 576.717
1.16s 7 391.578
1.16s 8 548.864
1.16s 9 1.2288
1.16s 10 403.456
1.16s 11 1.2288
1.16s 12 1.2288
1.16s 13 1.2288
1.16s 14 466.534
1.16s 15 1.2288
1.16s 16 371.917
1.16s 17 467.763
1.16s 18 0.8192
1.16s 19 532.89
1.17s 0 900.301
1.17s 1 898.662
1.17s 2 896.614
1.17s 3 899.072
1.17s 4 896.614
1.17s 5 898.662
1.17s 6 609.485
1.17s 7 364.954
1.17s 8 527.155
1.17s 9 1.2288
1.17s 10 382.157
1.17s 11 1.2288
1.17s 12 1.2288
1.17s 13 1.2288
1.17s 14 394.035
1.17s 15 1.2288
1.17s 16 527.155
1.17s 17 412.467
1.17s 18 1.2288
1.17s 19 512
1.18s 0 908.083
1.18s 1 897.843
1.18s 2 902.349
1.18s 3 897.434
1.18s 4 899.072
1.18s 5 899.072
1.18s 6 471.45
1.18s 7 405.504
1.18s 8 421.478
1.18s 9 1.2288
1.18s 10 421.478
1.18s 11 1.2288
1.18s 12 0.8192
1.18s 13 1.2288
1.18s 14 465.715
1.18s 15 1.2288
1.18s 16 572.211
1.18s 17 470.221
1.18s 18 1.2288
1.18s 19 434.176
1.19s 0 1024
1.19s 1 1008.84
1.19s 2 1019.49
1.19s 3 1006.8
1.19s 4 1011.3
1.19s 5 1007.62
1.19s 6 588.595
1.19s 7 473.907
1.19s 8 367.411
1.19s 9 1.2288
1.19s 10 416.973
1.19s 11 0.8192
1.19s 12 1.2288
1.19s 13 0.8192
1.19s 14 342.835
1.19s 15 0.8192
1.19s 16 584.909
1.19s 17 465.715
1.19s 18 1.2288
1.19s 19 500.531
1.2s 0 904.806
1.2s 1 901.53
1.2s 2 909.312
1.2s 3 896.614
1.2s 4 894.157
1.2s 5 896.614
1.2s 6 612.762
1.2s 7 514.048
1.2s 8 330.138
1.2s 9 1.2288
1.2s 10 392.806
1.2s 11 1.2288
1.2s 12 1.2288
1.2s 13 1.2288
1.2s 14 360.448
1.2s 15 1.2288
1.2s 16 454.246
1.2s 17 458.752
1.2s 18 1.2288
1.2s 19 611.533
1.21s 0 906.854
1.21s 1 905.626
1.21s 2 908.083
1.21s 3 897.843
1.21s 4 897.843
1.21s 5 896.614
1.21s 6 451.789
1.21s 7 549.274
1.21s 8 352.256
1.21s 9 0.8192
1.21s 10 558.285
1.21s 11 1.2288
1.21s 12 1.2288
1.21s 13 1.2288
1.21s 14 323.174
1.21s 15 1.2288
1.21s 16 408.781
1.21s 17 403.046
1.21s 18 1.2288
1.21s 19 599.245
1.22s 0 1023.18
1.22s 1 1019.49
1.22s 2 1018.27
1.22s 3 1008.84
1.22s 4 1010.07
1.22s 5 1010.07
1.22s 6 415.744
1.22s 7 532.89
1.22s 8 444.826
1.22s 9 0
1.22s 10 492.339
1.22s 11 1.2288
1.22s 12 1.2288
1.22s 13 1.2288
1.22s 14 561.562
1.22s 15 1.2288
1.22s 16 368.23
1.22s 17 407.962
1.22s 18 0.8192
1.22s 19 546.406
1.23s 0 901.12
1.23s 1 971.981
1.23s 2 978.944
1.23s 3 896.614
1.23s 4 898.662
1.23s 5 895.386
1.23s 6 401.818
1.23s 7 576.717
1.23s 8 372.736
1.23s 9 1.2288
1.23s 10 462.438
1.23s 11 1.2288
1.23s 12 1.2288
1.23s 13 1.2288
1.23s 14 549.274
1.23s 15 1.2288
1.23s 16 559.514
1.23s 17 296.55
1.23s 18 1.2288
1.23s 19 492.339
1.24s 0 897.843
1.24s 1 837.632
1.24s 2 840.909
1.24s 3 896.614
1.24s 4 899.072
1.24s 5 895.795
1.24s 6 350.208
1.24s 7 522.65
1.24s 8 368.64
1.24s 9 1.2288
1.24s 10 414.515
1.24s 11 1.2288
1.24s 12 0.8192
1.24s 13 1.2288
1.24s 14 650.854
1.24s 15 1.2288
1.24s 16 542.31
1.24s 17 404.275
1.24s 18 1.2288
1.24s 19 403.456
1.25s 0 1008.84
1.25s 1 1012.12
1.25s 2 1012.53
1.25s 3 1019.49
1.25s 4 1008.84
1.25s 5 1008.84
1.25s 6 389.12
1.25s 7 579.174
1.25s 8 407.552
1.25s 9 1.2288
1.25s 10 471.45
1.25s 11 0.8192
1.25s 12 1.2288
1.25s 13 0.8192
1.25s 14 505.037
1.25s 15 0.8192
1.25s 16 521.011
1.25s 17 382.157
1.25s 18 1.2288
1.25s 19 506.266
1.26s 0 895.386
1.26s 1 900.301
1.26s 2 897.843
1.26s 3 909.312
1.26s 4 896.614
1.26s 5 896.614
1.26s 6 320.717
1.26s 7 387.891
1.26s 8 563.2
1.26s 9 1.2288
1.26s 10 486.605
1.26s 11 1.2288
1.26s 12 1.2288
1.26s 13 1.2288
1.26s 14 498.074
1.26s 15 0
1.26s 16 502.989
1.26s 17 471.45
1.26s 18 1.2288
1.26s 19 498.074
1.27s 0 895.386
1.27s 1 898.662
1.27s 2 895.386
1.27s 3 906.854
1.27s 4 899.072
1.27s 5 897.843
1.27s 6 418.202
1.27s 7 312.934
1.27s 8 634.47
1.27s 9 1.2288
1.27s 10 455.475
1.27s 11 1.2288
1.27s 12 1.2288
1.27s 13 1.2288
1.27s 14 480.87
1.27s 15 1.2288
1.27s 16 477.184
1.27s 17 489.882
1.27s 18 1.2288
1.27s 19 398.131
1.28s 0 1008.03
1.28s 1 1013.76
1.28s 2 1010.07
1.28s 3 1015.81
1.28s 4 1017.04
1.28s 5 1011.3
1.28s 6 513.229
1.28s 7 364.954
1.28s 8 599.245
1.28s 9 0.8192
1.28s 10 380.928
1.28s 11 1.2288
1.28s 12 1.2288
1.28s 13 1.2288
1.28s 14 451.789
1.28s 15 1.2288
1.28s 16 493.568
1.28s 17 475.136
1.28s 18 0.8192
1.28s 19 480.87
1.29s 0 898.662
1.29s 1 902.349
1.29s 2 897.843
1.29s 3 899.072
1.29s 4 908.083
1.29s 5 896.614
1.29s 6 595.558
1.29s 7 414.515
1.29s 8 390.349
1.29s 9 1.2288
1.29s 10 376.422
1.29s 11 0
1.29s 12 0.8192
1.29s 13 1.2288
1.29s 14 433.357
1.29s 15 1.2288
1.29s 16 494.387
1.29s 17 455.066
1.29s 18 1.2288
1.29s 19 567.706
1.3s 0 904.806
1.3s 1 907.264
1.3s 2 898.662
1.3s 3 900.301
1.3s 4 908.493
1.3s 5 902.349
1.3s 6 474.726
1.3s 7 437.862
1.3s 8 407.552
1.3s 9 1.2288
1.3s 10 380.109
1.3s 11 1.2288
1.3s 12 1.2288
1.3s 13 0.8192
1.3s 14 605.798
1.3s 15 1.2288
1.3s 16 361.677
1.3s 17 464.486
1.3s 18 0
1.3s 19 525.926
1.31s 0 1018.27
1.31s 1 1024
1.31s 2 1013.76
1.31s 3 1015.81
1.31s 4 1017.04
1.31s 5 1011.3
1.31s 6 472.678
1.31s 7 530.432
1.31s 8 434.586
1.31s 9 1.2288
1.31s 10 472.678
1.31s 11 0.8192
1.31s 12 1.2288
1.31s 13 1.2288
1.31s 14 557.056
1.31s 15 1.2288
1.31s 16 357.99
1.31s 17 463.667
1.31s 18 1.2288
1.31s 19 493.568
1.32s 0 909.312
1.32s 1 906.854
1.32s 2 897.843
1.32s 3 894.157
1.32s 4 901.12
1.32s 5 898.662
1.32s 6 394.854
1.32s 7 504.218
1.32s 8 465.715
1.32s 9 1.2288
1.32s 10 467.763
1.32s 11 1.2288
1.32s 12 0
1.32s 13 1.2288
1.32s 14 541.082
1.32s 15 0.8192
1.32s 16 382.157
1.32s 17 416.973
1.32s 18 1.2288
1.32s 19 564.019
1.33s 0 908.083
1.33s 1 1013.76
1.33s 2 898.662
1.33s 3 897.843
1.33s 4 899.891
1.33s 5 1009.25
1.33s 6 518.963
1.33s 7 403.046
1.33s 8 533.709
1.33s 9 1.2288
1.33s 10 516.915
1.33s 11 1.2288
1.33s 12 1.2288
1.33s 13 1.2288
1.33s 14 443.597
1.33s 15 1.2288
1.33s 16 432.128
1.33s 17 344.064
1.33s 18 1.2288
1.33s 19 479.642
1.34s 0 1024
1.34s 1 915.046
1.34s 2 1010.07
1.34s 3 1008.84
1.34s 4 1010.07
1.34s 5 908.083
1.34s 6 610.714
1.34s 7 399.36
1.34s 8 548.045
1.34s 9 0.8192
1.34s 10 493.158
1.34s 11 1.2288
1.34s 12 1.2288
1.34s 13 1.2288
1.34s 14 382.157
1.34s 15 1.2288
1.34s 16 514.458
1.34s 17 311.296
1.34s 18 1.2288
1.34s 19 506.266
1.35s 0 904.806
1.35s 1 908.083
1.35s 2 901.53
1.35s 3 897.843
1.35s 4 901.53
1.35s 5 897.843
1.35s 6 502.579
