flow size(B)	FCT(us)
26851 366
555045 6918
696800 1.40178e+06
1663358 1.20146e+06
1334003 3159
1469368 697
641103 1954
8195610 2.40827e+06
652513 2937
62286 491
1622077 1.40227e+06
12293 164
9064 83
70728 494
1674145 1.20224e+06
21470 365
7948 244
1711974 1.40159e+06
33065 368
631343 1.4018e+06
55593 489
4527700 2.80437e+06
8623155 2.40837e+06
69373 332
150057 625
9055474 2.60989e+06
9941083 2.8084e+06
102028 407
28735 367
24761 366
250168 1796
29526 367
179621 232
71583 494
6522 243
4428190 2.60928e+06
49241 487
910186 1.60226e+06
73169 173
38908 371
5724 243
1633502 1.60393e+06
47107 325
6022 243
28401305 2.82716e+06
4227669 1.0025e+06
40719 5495
4771298 2.60639e+06
1963 241
3246599 2.81026e+06
29659 247
1961327 1.40166e+06
39082 371
124005 1630
46826 327
5212579 2.21027e+06
134257 200641
282560 516
10470 164
479209 202894
6054 243
783070 1.20462e+06
39637 371
29693876 2.60625e+06
2847838 1289
731989 675
15636 6374
59383 329
2538600 1.20486e+06
936695 1.40198e+06
833243 460
36420 370
14066 165
850820 1.60359e+06
2398606 1.60872e+06
43999 6494
24184 245
1771801 2.40764e+06
818422 2.4054e+06
9960779 2.40538e+06
7009 243
4525671 2.81489e+06
50510 1.40074e+06
1100688 2.40495e+06
1939 241
326001 206803
8376 245
86117 200529
7400 245
3065989 1301
104229 200620
132967 200640
1826013 2.40782e+06
912109 1.40201e+06
4390719 2.40529e+06
784054 1.40128e+06
1174532 1.60878e+06
4422753 1.61222e+06
14585471 2.60958e+06
24751 1.40073e+06
57800 1.40073e+06
48553 1.40074e+06
63148 1.20148e+06
3498211 2.606e+06
12674 6252
4813 6249
9160208 2.405e+06
66811 1.20136e+06
5576 2247
7404 243
54898 1.40058e+06
22663 1.40063e+06
10404 2247
146871 202629
5637878 1.20233e+06
536918 1.40176e+06
11698 164
25082 125
1196069 1.60674e+06
23531 200387
66509 1.20158e+06
1935321 1.00663e+06
36711 200379
29564 1.00085e+06
33212 200373
95979 1.00158e+06
20117 1.00073e+06
4185178 1.20251e+06
293920 201719
5053 162
28467 1.00085e+06
13552 1.00063e+06
1154975 1.00512e+06
34701 1.00086e+06
40527 -2.00082e+06
9045 1.00049e+06
25709 377
8412734 -2.00084e+06
9029589 -2.00088e+06
7096 164
43372 -2.00088e+06
5620 1.00048e+06
22415 -2.00089e+06
3752708 -2.00089e+06
2680096 -2.00089e+06
6810492 -2.0009e+06
37860 -2.00091e+06
22362625 -2.00091e+06
50736 -2.00092e+06
198 -2.00093e+06
7628777 -2.00093e+06
4631 -2.00094e+06
32186 -2.00096e+06
69700 -2.00096e+06
1070403 -2.00098e+06
107655 -2.00098e+06
8781791 -2.00098e+06
46186 -2.00098e+06
2672426 -2.00098e+06
3033845 -2.00099e+06
1825 161
6288124 2.20408e+06
40905 -2.00101e+06
35511 -2.00101e+06
26694 -2.00101e+06
5447 -2.00101e+06
43727 -2.00101e+06
15797 -2.00102e+06
20633 -2.00102e+06
3550170 -2.00103e+06
47811 -2.00104e+06
78873 -2.00108e+06
1949 161
5323331 -2.0011e+06
53259 -2.0011e+06
162120 -2.00111e+06
44861 -2.00111e+06
1683942 -2.00112e+06
999751 -2.00112e+06
72206 5338
1518086 -2.00114e+06
3991 -2.00117e+06
7286 -2.00118e+06
38589 -2.00119e+06
16605 -2.0012e+06
1911499 -2.0012e+06
53773 -2.0012e+06
36598 -2.00121e+06
16806 -2.00123e+06
355657 -2.00124e+06
982 -2.00124e+06
1425 -2.00125e+06
305049 -2.00125e+06
55799 -2.00126e+06
22880126 -2.00126e+06
76694 -2.00126e+06
55990 -2.00127e+06
9778454 -2.00127e+06
3982653 -2.00127e+06
28949 -2.00127e+06
54687 -2.00127e+06
2453626 1.20187e+06
495 -2.00131e+06
59196 -2.00131e+06
17221 -2.00132e+06
1129916 -2.00133e+06
34592 -2.00134e+06
422874 -2.00135e+06
26869 -2.00135e+06
1794468 -2.00136e+06
697 -2.00136e+06
64092 -2.00137e+06
4661431 -2.00139e+06
6445735 2.4037e+06
7486 163
3956 -2.0014e+06
14326856 -2.0014e+06
341445 -2.0014e+06
78404 -2.00141e+06
6538 -2.00141e+06
5375131 -2.00142e+06
922288 738
2391 -2.00142e+06
269144 -2.00143e+06
948027 -2.00144e+06
56442 -2.00144e+06
706443 1.40121e+06
4834 154
3531623 -2.00146e+06
2883 -2.00147e+06
996661 -2.00147e+06
62866 -2.00148e+06
1123773 805
2461 -2.0015e+06
752617 -2.0015e+06
156987 -2.00152e+06
206628 -2.00152e+06
1526751 -2.00152e+06
2318917 -2.00153e+06
191097 -2.00153e+06
22623 -2.00155e+06
3611458 403565
43165 324
255096 -2.00159e+06
1828832 -2.00159e+06
4758023 1.00734e+06
9024 -2.00159e+06
9711 164
4272 162
8042722 2.80445e+06
2995896 -2.00161e+06
9312960 1.61103e+06
2939553 -2.00162e+06
9124 -2.00162e+06
28236 367
3234927 2.40672e+06
605 -2.00164e+06
365175 1.2016e+06
133183 217
5738 -2.00166e+06
726535 2.60443e+06
1901548 -2.00167e+06
4967360 1.20222e+06
22000 -2.00169e+06
29635 368
26435 366
339510 2.60259e+06
32143 -2.0017e+06
370 -2.00171e+06
1538686 -2.00172e+06
6055350 -2.00172e+06
34307 369
6291735 2.40416e+06
1651859 2.60616e+06
1267497 2.60804e+06
73559 1.0011e+06
27892 367
18288 371
8950 83
14377 245
70868 1.40066e+06
840834 458
21984 1.00073e+06
58852 200494
2863 161
250605 -2.00182e+06
8686781 2.40366e+06
21783 -2.00182e+06
66330 -2.00182e+06
19331 -2.00183e+06
42268 -2.00183e+06
1650907 2.20672e+06
41763 3540
128945 617
1781763 -2.00186e+06
38415 3507
49122 6332
170048 -2.00186e+06
58504 200494
6762286 2.40408e+06
4490 -2.00187e+06
8191 243
571267 -2.00187e+06
709597 949
3738 243
24596 366
194925 -2.0019e+06
22042 1.00073e+06
3393675 -2.00191e+06
48533 1.40074e+06
12969 -2.00192e+06
1709604 999
52828 1.00086e+06
27624 -2.00194e+06
725736 -2.00194e+06
1207048 584
25296 -2.00195e+06
1508465 2.40646e+06
593909 2.60344e+06
51159 -2.00197e+06
114758 412
5396 339
8592 -2.002e+06
31792 -2.002e+06
1712 161
151832 -2.00201e+06
6808826 -2.00201e+06
973438 -2.00201e+06
32828 -2.00201e+06
9652827 -2.00201e+06
756624 -2.00201e+06
70823 2.60149e+06
2612 -2.00204e+06
132967 618
168820 2.60122e+06
403790 -2.00208e+06
5101449 2.41597e+06
864 4245
16831355 -2.00211e+06
51807 494
8454 83
1849829 -2.00212e+06
157240 -2.00213e+06
571739 2.60403e+06
9758 1245
32315 -2.00214e+06
205374 489
80552 -2.00218e+06
77370 -2.00218e+06
30099 -2.00219e+06
18359 -2.00219e+06
3409917 -2.0022e+06
318702 -2.0022e+06
18107074 -2.00221e+06
7420 83
20508 -2.00222e+06
457123 -2.00223e+06
7525 -2.00223e+06
3110918 -2.00224e+06
21477747 -2.00224e+06
49276 -2.00224e+06
1248608 -2.00224e+06
1934262 1.40161e+06
62659 -2.00225e+06
5538691 -2.00226e+06
4393 -2.00226e+06
814933 -2.00228e+06
1120690 804
4 -2.00228e+06
22594 -2.0023e+06
5352272 -2.0023e+06
2279011 -2.0023e+06
61856 -2.0023e+06
1895863 -2.0023e+06
3927 -2.00231e+06
72148 -2.00231e+06
43544 -2.00232e+06
9876 -2.00232e+06
21553 -2.00233e+06
123872 415
410766 -2.00234e+06
1109773 -2.00235e+06
117636 -2.00235e+06
29602 -2.00235e+06
1208646 -2.00236e+06
16674 -2.00237e+06
1415137 648
4988599 -2.00239e+06
26160 -2.00239e+06
1905 -2.0024e+06
31464 247
63888 -2.00242e+06
40304 -2.00244e+06
444210 -2.00244e+06
33212 -2.00245e+06
84153 -2.00245e+06
6162918 -2.00245e+06
108348 -2.00246e+06
1028921 -2.00246e+06
827682 -2.00247e+06
9565198 -2.00248e+06
38903 -2.0025e+06
22728 -2.0025e+06
5092008 2.40472e+06
34960 1.20089e+06
4413809 1043
110547 -2.00252e+06
27626 -2.00252e+06
76905 -2.00252e+06
4272 -2.00252e+06
52250 -2.00253e+06
40953 -2.00253e+06
4752722 -2.00253e+06
375 -2.00253e+06
715366 -2.00254e+06
4360 -2.00254e+06
23842 -2.00254e+06
184773 1.40207e+06
3611645 -2.00256e+06
40280 -2.00257e+06
23503 -2.00259e+06
56259 -2.00259e+06
1451129 -2.00259e+06
15106 -2.0026e+06
57090 -2.00263e+06
2115348 -2.00263e+06
3088903 -2.00263e+06
105711 -2.00264e+06
1371482 -2.00265e+06
9628360 -2.00266e+06
24798 -2.00267e+06
1769686 -2.00268e+06
1481296 -2.00268e+06
60512 -2.00268e+06
1849751 -2.00268e+06
3396540 -2.00268e+06
1413788 961
647 -2.00269e+06
63487 170
78841 -2.0027e+06
19288 244
2765016 901
26570 -2.00272e+06
31591 -2.00272e+06
63693 -2.00273e+06
490921 595
875775 -2.00273e+06
4463 -2.00273e+06
165718 629
3274121 412277
3001941 -2.00276e+06
9839386 -2.00277e+06
4896068 2.81258e+06
20693 364
24264 368
2300905 2.40464e+06
32400 368
6679 243
3866723 402364
3565764 200858
9076065 2.60382e+06
1741573 1.0035e+06
15281 18286
701318 1.20452e+06
127760 200738
4833 242
26126589 200980
56181 1.00122e+06
138086 -2.0029e+06
152999 200633
20929 1.00073e+06
64696 1.40098e+06
74866 495
24707 366
20566 364
7339 243
56799 200498
7363370 2.6038e+06
15429 362
760515 1.4019e+06
1100 241
104400 200856
7553502 2.20767e+06
34406 369
1503586 200940
5798 5248
63675 170
5170924 2.40796e+06
1923399 -2.00297e+06
2507316 200763
7912080 -2.00298e+06
793727 1.00391e+06
16522 363
1495952 -2.00299e+06
148269 2674
1185572 -2.003e+06
1375641 -2.003e+06
5678 243
4775969 1.00264e+06
46751 1487
63112 491
421504 200733
1197150 2.20658e+06
1701223 -2.00302e+06
383962 1.20161e+06
53817 -2.00303e+06
22511 1366
81636 -2.00304e+06
17927660 2.60712e+06
4964 242
4920678 1.40209e+06
14561239 2.81235e+06
576816 2.40488e+06
50375 200365
3473 178
128046 200419
9479 244
25009 125
3625489 2.20648e+06
74001 496
897354 -2.00309e+06
7090421 2.60842e+06
5263 -2.0031e+06
15229 200366
24043961 2.41476e+06
155789 202645
52058 200623
67986 1.00134e+06
121467 1616
51224 1.40086e+06
951483 -2.00312e+06
35000 -2.00312e+06
6842 163
65395 -2.00314e+06
10290712 2.40553e+06
62959 1.00082e+06
3185957 402071
779147 -2.00316e+06
72141 -2.00316e+06
68244 1494
1864190 -2.00317e+06
78760 -2.00318e+06
3888049 2.2064e+06
6275 244
501 241
32568 1.00057e+06
2670149 2.80894e+06
1256082 2.6067e+06
60308 6496
1876186 406243
78209 1.60124e+06
7510 243
44938 -2.00321e+06
7053640 2.81224e+06
5433496 -2.00322e+06
31797 -2.00322e+06
9141760 1.82042e+06
38731 1.40086e+06
9828513 2.20746e+06
1869511 2.20477e+06
4650 5249
36811 -2.00325e+06
1083337 405279
1591977 2.80628e+06
16873 -2.00327e+06
8213092 1.81525e+06
2189919 2.20817e+06
543324 -2.00328e+06
54530 -2.00328e+06
656332 2.60287e+06
1592814 1.60749e+06
24987 -2.00329e+06
105858 200415
70984 2.20146e+06
379363 -2.0033e+06
5910851 -2.00331e+06
75632 338
37731 250
6949 -2.00334e+06
432800 -2.00334e+06
1638315 201056
26286050 -2.00335e+06
76489 1.00134e+06
24394 -2.00336e+06
766779 686
4080520 -2.00338e+06
71710 333
1977723 -2.00339e+06
28069 -2.00341e+06
3583208 -2.00342e+06
1891817 -2.00342e+06
30965 1.20078e+06
3816461 1.20233e+06
559017 200368
1616204 -2.00344e+06
21219 -2.00345e+06
590366 -2.00345e+06
333927 2.60367e+06
1978640 -2.00347e+06
106346 -2.00347e+06
65567 1.40098e+06
1330232 -2.00348e+06
22416 -2.00348e+06
6528 -2.00348e+06
1682 -2.00348e+06
66007 -2.00348e+06
57838 -2.00348e+06
52536 1.0011e+06
1520063 -2.00349e+06
5481512 -2.0035e+06
5820 -2.0035e+06
9827573 -2.00351e+06
4976372 -2.00352e+06
30646 -2.00352e+06
22662414 2.40451e+06
16691 -2.00354e+06
17529964 -2.00354e+06
48105 -2.00354e+06
74034 -2.00354e+06
28955 -2.00357e+06
26228 200371
56602 -2.00359e+06
36948 -2.00359e+06
248569 -2.00359e+06
917272 -2.0036e+06
43600 -2.00361e+06
3094850 -2.00362e+06
347525 -2.00363e+06
514163 -2.00364e+06
1950228 -2.00365e+06
4648445 -2.00366e+06
6179237 -2.00366e+06
9175291 -2.00366e+06
2849766 -2.00367e+06
3213704 2.40727e+06
24074 -2.00368e+06
4394718 -2.00368e+06
4807 162
59172 -2.0037e+06
24210 -2.0037e+06
1056111 -2.0037e+06
30183 -2.0037e+06
103011 -2.0037e+06
93659 -2.00372e+06
1652016 -2.00372e+06
21003013 -2.00372e+06
67533 1.2009e+06
22042 -2.00372e+06
3513 -2.00373e+06
4602528 -2.00373e+06
42903 -2.00374e+06
46003 -2.00374e+06
442258 -2.00374e+06
8831 -2.00375e+06
281 -2.00376e+06
79125 1.0009e+06
6380 163
592285 -2.00378e+06
33816 -2.00378e+06
823641 -2.00378e+06
8689 -2.00379e+06
