#Time(s)	throughput(Mbps)
0.143 3 5247.552
0.143 4 4355.584
0.143 5 4825.894
0.144 0 5004.288
0.144 1 4749.440
0.144 2 4540.928
0.144 3 5062.208
0.144 4 4772.608
0.144 5 4825.894
0.145 0 5189.632
0.145 1 5120.128
0.145 2 4923.200
0.145 3 4749.440
0.145 4 4158.656
0.145 5 4828.211
0.146 0 5699.328
0.146 1 4865.280
0.146 2 4529.344
0.146 3 4911.616
0.146 4 4123.904
0.146 5 4825.894
0.147 0 5305.472
0.147 1 4795.776
0.147 2 4378.752
0.147 3 5015.872
0.147 4 4633.600
0.147 5 4825.894
0.148 0 5317.056
0.148 1 5096.960
0.148 2 4633.600
0.148 3 4610.432
0.148 4 4483.008
0.148 5 4828.211
0.149 0 5398.144
0.149 1 4853.696
0.149 2 4957.952
0.149 3 4691.520
0.149 4 4228.160
0.149 5 4825.894
0.150 0 5676.160
0.150 1 4992.704
0.150 2 4703.104
0.150 3 4633.600
0.150 4 4123.904
0.150 5 4825.894
